Driver,Team,Compound,Sector1Time,Sector2Time,Sector3Time,TrackStatus,Session,AvgTemp,RainAmount_mm,RainProbability,WindSpeed_mps,Pressure_hPa,Humidity,UVIndex,DewPoint_C,LapTimeSeconds,StintLength,IsFastLap,DriverAvgPace,DriverSessionAvgPace,TeamMedianPace,TeamSessionMedianPace,IsSpanishGP,IsFP1,IsFP2,IsFP3,SessionProgression,IsCleanAir,AdjustedLapTime,DriverSessionLapCount,TrackEvolutionFactor
HAD,Racing Bulls,SOFT,0 days 00:00:22.191000,0 days 00:00:29.847000,0 days 00:00:22.567000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,74.605,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,82.438525,22,1.0
HAD,Racing Bulls,SOFT,0 days 00:00:34.828000,0 days 00:00:39.880000,0 days 00:00:30.633000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,105.341,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,116.401805,22,1.0
HAD,Racing Bulls,HARD,0 days 00:01:04.994000,0 days 00:00:32.692000,0 days 00:00:24.646000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,122.332,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,135.17686,22,1.0
HAD,Racing Bulls,HARD,0 days 00:00:24.312000,0 days 00:00:32.826000,0 days 00:00:24.406000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,81.544,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,90.10611999999999,22,1.0
HAD,Racing Bulls,HARD,0 days 00:00:24.015000,0 days 00:00:32.501000,0 days 00:00:24.268000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,80.784,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,89.26632000000001,22,1.0
HAD,Racing Bulls,HARD,0 days 00:00:23.893000,0 days 00:00:32.770000,0 days 00:00:24.418000,12.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,81.081,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,0,89.594505,22,1.0
HAD,Racing Bulls,HARD,0 days 00:00:24.058000,0 days 00:00:32.646000,0 days 00:00:24.465000,21.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,81.169,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,0,89.691745,22,1.0
HAD,Racing Bulls,HARD,0 days 00:00:23.989000,0 days 00:00:32.800000,0 days 00:00:24.614000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,81.403,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,89.950315,22,1.0
HAD,Racing Bulls,HARD,0 days 00:00:24.198000,0 days 00:00:32.807000,0 days 00:00:29.111000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,86.116,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,95.15818,22,1.0
HAD,Racing Bulls,SOFT,0 days 00:01:05.239000,0 days 00:00:37.618000,0 days 00:00:29.994000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,132.851,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,146.800355,22,1.0
HAD,Racing Bulls,SOFT,0 days 00:00:58.452000,0 days 00:00:45.254000,0 days 00:00:32.816000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,136.522,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,150.85681,22,1.0
HAD,Racing Bulls,SOFT,0 days 00:00:33.836000,0 days 00:00:47.771000,0 days 00:00:59.164000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,140.771,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,155.551955,22,1.0
HAD,Racing Bulls,SOFT,0 days 00:00:51.441000,0 days 00:00:34.084000,0 days 00:00:33.820000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,119.345,0,0,97.74053448275862,101.96154545454546,84.0695,93.9625,1,1,0,0,1,1,131.876225,22,1.0
GAS,Alpine,HARD,0 days 00:00:22.662000,0 days 00:00:30.729000,0 days 00:00:23.286000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,76.677,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,84.72808500000001,25,1.0
GAS,Alpine,HARD,0 days 00:00:38.744000,0 days 00:00:48.643000,0 days 00:00:33.606000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,120.993,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,133.697265,25,1.0
GAS,Alpine,HARD,0 days 00:00:22.522000,0 days 00:00:30.880000,0 days 00:00:23.085000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,76.487,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,84.51813499999999,25,1.0
GAS,Alpine,HARD,0 days 00:00:41.943000,0 days 00:01:00.497000,0 days 00:00:34.462000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,136.902,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,151.27670999999998,25,1.0
GAS,Alpine,HARD,0 days 00:00:36.419000,0 days 00:00:44.317000,0 days 00:00:28.019000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,108.755,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,120.174275,25,1.0
GAS,Alpine,HARD,0 days 00:00:22.500000,0 days 00:00:30.695000,0 days 00:00:23.096000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,76.291,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,84.301555,25,1.0
GAS,Alpine,HARD,0 days 00:00:37.188000,0 days 00:00:51.825000,0 days 00:00:41.423000,1.0,FP1,22.0,0.24,1.0,3.9,1019,55,9,15,130.436,0,0,97.97426153846155,103.36031999999999,81.6325,112.7475,1,1,0,0,1,1,144.13178,25,1.0
